1,8770345552076500992,2052976046033227463,0.40824829,0.571428571,3,1,11923,162,0,0,0,1,43,72.49280215,56,58.78587335
1,8770345552076500992,206575254142421262,0,0.333333333,10,0,3190,63,0,1,0.021808811,0.058722022,56,58.78587335,18,35.79470571
1,8770345552076500992,5300514971238686288,0,0.333333333,10,0,280061,1340,0,0,0,0,56,58.78587335,4,11.62756238
1,8770345552076500992,-2597788066013667919,0,0.571428571,3,0,278551,1325,0,0,0,0,56,58.78587335,32,46.4982492
1,8770345552076500992,-475671358688672588,0,0,9,0,1950,28,0,1,0.371390676,1,56,58.78587335,17,30.88781511
1,8770345552076500992,3297284522324361781,0,0.666666667,2,0,102762,527,0,0,0,0,56,58.78587335,26,46.71113405
1,8770345552076500992,6621686046384748634,0,0,10,0,107532,589,0,0,0,0,56,58.78587335,2,7.813781191
1,8770345552076500992,3088886295868524475,0.267261242,0.571428571,9,0,112560,620,0,0,0,0,56,58.78587335,6,17.8317031
1,8770345552076500992,-6218235327774203298,0,0.3,11,0,117419,670,0,0,0,0,56,58.78587335,9,24.51053091
1,5469645326481469441,1597968520888737460,0,0.125,7,0,61497,203,0,0,0,0,4,15.62756238,12,15.86313714
1,-1123766764748021757,-6858962038995375755,0.186500962,0,14,0,72839,217,0,0,0,0,37,23.41013568,9,15.63269035
1,-432009442234113020,-1638766938720868208,0.25,0.625,3,1,2310,74,0,1,0.894427191,1,3,12.72067179,2,7.813781191
3,-432009442234113020,9187414883802851166,0.25,0.714285714,2,1,19,1,1,1,0.894427191,1,3,12.72067179,2,7.813781191
2,-5259743562286187002,-8561362990847926447,0.204124145,0.428571429,4,1,469,28,0,1,0,1,2,9.813781191,3,9.965784285
3,3638897079246209025,1457162932404007281,0,0,10,0,20,1,1,2,0.747409319,0.747409319,4,11.62756238,17,53.41714013
1,-4502417463594112881,-1638766938720868208,0.158113883,0.625,3,1,2420,77,0,1,0.632455532,1,3,12.72067179,8,23.25512476
1,4714174693684836365,-2597788066013667919,0.471404521,0.5,4,1,264657,1144,0,0,0,0,32,46.4982492,6,17.8317031
3,4714174693684836365,2052976046033227463,0.471404521,0.714285714,2,0,30,1,1,2,1,1,43,72.49280215,6,17.8317031
1,751829264825288719,-6858962038995375755,0.141421356,0.272727273,8,0,219036,453,0,0,0,0,37,23.41013568,6,13.93156857
2,-6071247603371992037,1302521272076052251,0.316227766,0,11,0,300,17,1,1,0.052909148,0.037473661,83,79.55511941,4,11.62756238
1,-2029296135419313661,-7269386780655186384,0,0,15,0,99,8,1,1,1,1,11,23.44647154,2,7.813781191
1,-2029296135419313661,-2980936186803547550,0,0,14,0,147610,365,0,0,0,0,11,23.44647154,12,15.86313714
3,-2029296135419313661,5733891141980783164,0,0.363636364,9,0,46,4,1,1,1,1,11,23.44647154,2,7.813781191
1,-2029296135419313661,-4485050626746808750,0,0,13,0,510,13,0,1,1,1,11,23.44647154,7,18.83845916
2,-2029296135419313661,-8345872306846158379,0,0,14,0,126,8,2,2,0.393088928,0.10025129,11,23.44647154,759,1262.459861
3,-3801596667665593324,-5391077952867297859,0.837234458,0.333333333,4,1,26,1,2,2,0.90797029,1,87,85.17166311,4,11.62756238
2,-1327039541869517138,-4982228579179793229,0.88640526,0.625,5,1,170,3,1,1,1,1,2,7.813781191,3,9.965784285
3,-6480139662366516647,1597968520888737460,0,0.125,7,0,33,3,1,1,1,1,4,15.62756238,15,23.4976426
2,-5649863156895524839,-4982228579179793229,0.623609564,0.714285714,2,1,140,2,1,1,1,1,2,7.813781191,3,12.72067179
2,-831901811876991462,5536118737332388593,1,0.142857143,8,0,13175,179,0,0,0,0.948683298,2,7.813781191,8,23.74534976
1,-1187245501245716453,-1638766938720868208,0.353553391,0.625,3,1,65401,355,0,0,0,0,3,12.72067179,5,12.9248125
1,-1187245501245716453,9187414883802851166,0.353553391,0.714285714,2,1,103716,543,0,0,0,0,3,12.72067179,5,12.9248125
2,4434729294072384541,547183329169115264,0.23570226,0,13,0,7227,33,0,0,0,1,2,7.813781191,3,9.965784285
2,4434729294072384541,-6228464360341549830,0.516397779,0.8,2,0,700,4,0,1,0.970494959,1,2,7.813781191,12,32.88268715
1,4434729294072384541,1553971342973603701,0,0.7,3,0,109306,183,0,0,0,0.143995392,2,7.813781191,176,162.2619921
2,4434729294072384541,5029112685135322919,0.182574186,0.8,2,0,30,2,1,1,0.6,1,2,7.813781191,7,28.34823417
3,5725271260245987358,-2882565092094982833,0.56694671,0.230769231,10,1,90,5,1,1,1,1,2,7.813781191,5,12.9248125
3,1968831760037166111,5536118737332388593,1,0.2,8,1,80,4,1,1,1,1,2,7.813781191,2,7.813781191
1,4744362323705565216,7023374053668943240,0.288675135,0.272727273,8,1,8,0,2,2,0.277350098,0.658504608,15,56.09358393,3,12.72067179
2,4744362323705565216,-6255591359542604303,0.40824829,0.333333333,10,0,5208,50,0,0,0.124034735,0.658504608,15,56.09358393,9,23.89735285
1,4744362323705565216,-7113853526483214131,0,0.375,5,0,1969,14,0,3,0.577164779,0.699584764,15,56.09358393,727,978.5692739
3,6121711054857615077,-6852416571235670692,0.667423812,0.571428571,9,0,1517,19,0,1,0,0.274721128,18,61.20461524,36,55.58458275
3,6121711054857615077,-7326991616393754068,0.804030252,0.571428571,9,0,49,1,2,3,0.707106781,1,12,27.86313714,36,55.58458275
1,-3235981463141389787,-5422363852272691784,0,0,12,0,39,2,2,3,0.338193876,0.671298337,1074,1772.230769,7,27.59334667
3,3617441895246883249,1457162932404007281,0,0,9,0,100,4,2,2,0.444444444,0.52999894,4,11.62756238,13,35.78957774
3,2620601785900193834,6155288830395828824,0.223606798,0.428571429,4,1,10,0,1,1,0.186161845,0.083913681,77,140.7974342,24,75.01048679
3,2620601785900193834,7370003225355793882,0.377964473,0.375,5,1,16051,63,0,0,0.168709017,0.662745594,77,140.7974342,185,288.8559114
3,2620601785900193834,-293445945356472074,0,0.333333333,6,1,19,1,3,4,0.284608822,0.061411419,77,140.7974342,1957,1067.998044
1,2620601785900193834,8842081077701196753,0,0,10,0,130,2,1,2,0.183896099,0.059424148,77,140.7974342,4,15.62756238
1,2998846211280732203,-5607628163866178988,0.197385508,0.6,4,1,313661,691,0,0,0,0,2,7.813781191,8,23.74534976
2,-7326991616393754068,3027744445848160097,0.166666667,0.5,4,1,290127,506,0,0,0,0,12,27.86313714,9,35.40712786
3,-7326991616393754068,-6852416571235670692,0.843274043,0.714285714,2,1,784,14,0,1,0.194257172,0.274721128,18,61.20461524,12,27.86313714
3,-7326991616393754068,6121711054857615077,0.804030252,0.571428571,9,0,49,1,2,3,0.707106781,1,12,27.86313714,36,55.58458275
3,-7326991616393754068,2874258453984735390,0.769800359,0.571428571,9,0,40337,65,0,0,0,1,12,27.86313714,14,41.57705286
1,-7326991616393754068,-7288278799149942459,0,0.5,7,0,4,0,3,4,0.175239973,0.288211974,12,27.86313714,3468,4791.942024
1,-9141531074427336147,1302521272076052251,0,0.363636364,7,0,8590,36,0,0,0.0166793,0.94506822,83,79.55511941,17,43.36339232
1,-9141531074427336147,-5545441216556956714,0,0.3,7,0,14327,64,0,0,0,0.536080259,133,110.497136,17,43.36339232
2,-9141531074427336147,7327148465482017222,0,0.230769231,10,0,14,0,3,4,0.352961287,0.43009551,1120,948.4640836,17,43.36339232
1,-7269386780655186384,-2029296135419313661,0,0,15,0,99,8,1,1,1,1,11,23.44647154,2,7.813781191
2,-4982228579179793229,-5649863156895524839,0.623609564,0.714285714,2,1,140,2,1,1,1,1,2,7.813781191,3,12.72067179
2,-4982228579179793229,-1327039541869517138,0.88640526,0.625,5,1,170,3,1,1,1,1,2,7.813781191,3,9.965784285
1,5408716525418860596,-5391077952867297859,0,0.142857143,6,0,167571,760,0,0,0.90797029,0,87,85.17166311,3,9.965784285
1,5408716525418860596,-5623076401969623754,0,0.142857143,6,0,111395,576,0,0,0,0,6,13.93156857,3,9.965784285
1,3297284522324361781,8770345552076500992,0,0.666666667,2,0,102762,527,0,0,0,0,56,58.78587335,26,46.71113405
1,3297284522324361781,6403367341950542914,0,0,11,0,10,0,5,7,0.133159861,0.768442751,26,46.71113405,239,437.5934972
1,3297284522324361781,-3869969215241703695,0.23570226,0,10,0,148898,630,0,0,0,0,26,46.71113405,32,44.83968959
1,3297284522324361781,-4884068673135230904,0,0,8,0,70,3,1,1,0.070764755,0.080321933,26,46.71113405,17,52.39759012
1,3297284522324361781,2052976046033227463,0,0.571428571,3,0,88778,336,0,0,0,0,26,46.71113405,43,72.49280215
1,3297284522324361781,-944584831090228819,0,0.571428571,9,0,30,1,1,2,0.421926508,0.447213595,26,46.71113405,3,14.72067179
1,3297284522324361781,-1377889562200217105,0.40824829,0,9,0,148887,629,0,0,0,0,26,46.71113405,2,9.813781191
1,3297284522324361781,-2597788066013667919,0.471404521,0.571428571,3,1,160870,686,0,0,0.895041285,0,26,46.71113405,32,46.4982492
1,3297284522324361781,8276504621475869432,0,0,8,0,30,2,1,1,0.312297607,0.57058975,26,46.71113405,189,511.5674576
1,-475671358688672588,8770345552076500992,0,0,9,0,1950,28,0,1,0.371390676,1,56,58.78587335,17,30.88781511
2,-944310248985486788,7327148465482017222,0,0,9,0,4,0,7,13,0.442516981,0.342034965,1120,948.4640836,54,212.2430362
2,-4328304027679219648,-9035305353978400682,1,0.5,2,1,33,1,1,1,1,1,11,20.7565156,19,30.55988685
2,-6917630910513190335,-7279093170167709267,0,0,13,0,25,1,2,2,0.091091282,0.227256334,1640,732.2523199,5,12.9248125
1,6403367341950542914,3297284522324361781,0,0,11,0,10,0,5,7,0.133159861,0.768442751,26,46.71113405,239,437.5934972
2,6403367341950542914,-5391077952867297859,0,0.125,7,0,9,0,12,12,0.902399035,0.768442751,87,85.17166311,239,437.5934972
1,3747816782934157379,2534638766913184503,0.5,0.375,6,1,169154,298,0,0,0,0.409537078,19,26.62756238,532,722.5375469
1,-7722503403585607100,-5607628163866178988,0.267261242,0.363636364,7,1,67301,42,0,0,0,0,2,7.813781191,29,78.06099632
1,-4884068673135230904,3297284522324361781,0,0,8,0,70,3,1,1,0.070764755,0.080321933,26,46.71113405,17,52.39759012
2,-589520746785265570,140433390261230966,0.213200716,0,13,0,24,1,2,3,0.998752339,0.998752339,21,41.3293457,3,12.72067179
1,-2980936186803547550,4125032770086418209,0,0,10,0,348576,764,0,0,0,0,5,12.9248125,12,15.86313714
1,-2980936186803547550,-2029296135419313661,0,0,14,0,147610,365,0,0,0,0,11,23.44647154,12,15.86313714
1,5300514971238686288,8770345552076500992,0,0.333333333,10,0,280061,1340,0,0,0,0,56,58.78587335,4,11.62756238
1,5300514971238686288,9187414883802851166,0.25,0.444444444,5,1,268757,1227,0,0,0,0,3,12.72067179,4,11.62756238
1,5300514971238686288,2052976046033227463,0,0.3,11,0,266077,1158,0,0,0,0,43,72.49280215,4,11.62756238
1,1680454381265504850,-2779304244994613012,0,0.1875,14,0,352471,1173,0,0,0,0,2,7.813781191,2,7.813781191
2,6733705648346459731,-9035305353978400682,0.603022689,0.125,7,0,659,10,0,1,0,1,11,20.7565156,9,28.55237489
1,-5607628163866178988,-656562948334881853,0.233284737,0.6,4,1,10,0,1,2,0.447213595,1,2,7.813781191,3,14.72067179
1,-5607628163866178988,-7722503403585607100,0.267261242,0.363636364,7,1,67301,42,0,0,0,0,2,7.813781191,29,78.06099632
1,-5607628163866178988,6065360996209869445,0.291605922,0.6,4,1,40,3,1,1,0.124034735,1,2,7.813781191,18,38.32403072
1,-5607628163866178988,-639413153677494005,0.24743583,0.3,7,1,214761,463,0,0,0,0,2,7.813781191,10,15.84962501
1,-5607628163866178988,2466311761540752080,0.178174161,0.363636364,7,1,20,1,1,1,0.014454852,0.94177771,2,7.813781191,110,178.423668
1,-5607628163866178988,2998846211280732203,0.197385508,0.6,4,1,313661,691,0,0,0,0,2,7.813781191,8,23.74534976
1,-5607628163866178988,6126509869916615636,0.267261242,0.363636364,7,1,105586,476,0,0,0,0,2,7.813781191,24,67.79120584
1,-5607628163866178988,-4220875009965547113,0.281718085,0.6,4,1,3611,16,0,0,0,1,2,7.813781191,2,7.813781191
2,-9035305353978400682,-4328304027679219648,1,0.5,2,1,33,1,1,1,1,1,11,20.7565156,19,30.55988685
2,-9035305353978400682,-1331919754664660829,1,0.5,2,1,11,0,1,1,1,1,11,20.7565156,5,17.77956548
2,-9035305353978400682,-4451197785283147675,0.87038828,0.5,2,1,291,3,1,1,0.98386991,1,11,20.7565156,13,23.73582994
1,-9035305353978400682,5623843373344072614,0,0.2,4,0,15539,57,0,0,0,1,11,20.7565156,2,7.813781191
1,-9035305353978400682,6379012217905632937,0,0.142857143,6,0,44491,125,0,0,0,0.196116135,11,20.7565156,18,27.72067179
2,-9035305353978400682,-1414087453251599219,0.674199862,0.166666667,7,1,10,0,2,2,1,1,11,20.7565156,4,11.62756238
2,-9035305353978400682,6733705648346459731,0.603022689,0.125,7,0,659,10,0,1,0,1,11,20.7565156,9,28.55237489
2,-9035305353978400682,-6456072330035341367,0.87038828,0.5,2,1,252,2,1,1,1,1,11,20.7565156,4,11.62756238
2,-9035305353978400682,734646225036430460,0.603022689,0.166666667,5,0,611,9,0,1,0,1,11,20.7565156,5,16.53445298
2,-9035305353978400682,-4245912805014885123,0.426401433,0.5,2,1,12,0,3,4,0.474099823,1,11,20.7565156,20,37.27720807
3,-4904030079657885255,-5623076401969623754,0.452910814,0.166666667,5,0,400,8,0,1,1,1,6,13.93156857,23,8.81655871
3,6155288830395828824,2620601785900193834,0.223606798,0.428571429,4,1,10,0,1,1,0.186161845,0.083913681,77,140.7974342,24,75.01048679
2,-7279093170167709267,-6917630910513190335,0,0,13,0,25,1,2,2,0.091091282,0.227256334,1640,732.2523199,5,12.9248125
1,-7279093170167709267,-656562948334881853,0,0.230769231,10,0,30,2,4,4,0.164457827,0.618270909,1640,732.2523199,3,14.72067179
2,-7279093170167709267,-4220875009965547113,0,0.230769231,10,0,170,5,2,2,0.124828794,0.618270909,1640,732.2523199,2,7.813781191
2,-7279093170167709267,7659494814138576565,0.23570226,0,13,0,90489,354,0,0,0,0,1640,732.2523199,2,9.813781191
1,-7279093170167709267,9159539021071346551,0.226455407,0,13,0,6790,43,0,0,0,0.696251024,1640,732.2523199,2,7.813781191
1,-7279093170167709267,-9154220757137219655,0,0,14,0,10,0,3,3,0.583530652,0.684482115,1640,732.2523199,33,49.42406127
3,-7279093170167709267,4366737852116469947,0.144337567,0.777777778,2,0,9,0,26,30,0.29222899,0.780656674,1640,732.2523199,762,321.4390785
1,-7279093170167709267,-2745697195167835139,0.288675135,0.25,9,0,94189,431,0,0,0.212613845,0,1640,732.2523199,144,145.4370407
3,-7279093170167709267,-6858962038995375755,0.182574186,0.777777778,2,0,219,4,1,2,0.167000684,0.285184419,1640,732.2523199,37,23.41013568
1,6621686046384748634,8770345552076500992,0,0,10,0,107532,589,0,0,0,0,56,58.78587335,2,7.813781191
3,6621686046384748634,-5391077952867297859,0.861891607,0.333333333,4,1,19,1,2,2,0.90797029,1,87,85.17166311,2,7.813781191
2,5536118737332388593,7227388656712159427,1,0.166666667,7,0,13165,178,0,0,0,0.10976426,2,7.813781191,11,38.46602155
3,5536118737332388593,-2985454490415084919,1,0.2,8,1,10,0,1,1,1,1,2,7.813781191,2,7.813781191
3,5536118737332388593,-2813085773565960240,1,0.75,1,1,242655,494,0,0,0,0,2,7.813781191,3,14.72067179
3,5536118737332388593,-1664919431644979982,1,0.25,6,1,100,5,1,1,1,1,2,7.813781191,5,12.9248125
2,5536118737332388593,4999600318061446387,1,0.285714286,5,1,230,11,1,2,1,1,2,7.813781191,8,19.60364031
3,5536118737332388593,1711117033630209140,1,0.5,2,1,220,10,1,2,0.8,0.742781353,2,7.813781191,9,38.16201536
2,5536118737332388593,-6813571316469753672,0,0.4,3,1,133,7,2,2,1,1,2,7.813781191,3,12.72067179
2,5536118737332388593,-831901811876991462,1,0.142857143,8,0,13175,179,0,0,0,0.948683298,2,7.813781191,8,23.74534976
3,5536118737332388593,1968831760037166111,1,0.2,8,1,80,4,1,1,1,1,2,7.813781191,2,7.813781191
2,-7782388002827056198,-1173044318053703402,0,0,17,0,130,4,1,2,0.707106781,1,30,32.23883096,2,9.813781191
1,-6218235327774203298,8770345552076500992,0,0.3,11,0,117419,670,0,0,0,0,56,58.78587335,9,24.51053091
1,-6218235327774203298,9187414883802851166,0.25,0.4,6,1,106116,555,0,0,0,0,3,12.72067179,9,24.51053091
1,2851863230384119393,7370003225355793882,0,0,13,0,43,14,1,2,0.273025373,0.870470423,185,288.8559114,9,28.16201536
1,-2755290905654740894,-5422363852272691784,0.40824829,0.3,14,0,189,10,1,2,0.277487828,0.583538797,1074,1772.230769,6,13.93156857
1,-5279638635394654789,1597968520888737460,0,0.111111111,8,0,177262,843,0,0,0,0,4,15.62756238,2,7.813781191
1,-3724941101670793628,-4521321390272180364,0.40824829,0.555555556,4,1,727357,1199,0,0,0.374860366,0,26,28.52050546,570,237.9612934
2,-4451197785283147675,-9035305353978400682,0.87038828,0.5,2,1,291,3,1,1,0.98386991,1,11,20.7565156,13,23.73582994
3,9042295765396564241,-5391077952867297859,0.175411604,0,9,0,19,4,2,2,0.292856679,1,87,85.17166311,2,9.813781191
2,3777242818409713258,1597968520888737460,0.327326835,0.111111111,8,0,60897,192,0,0,0,0,4,15.62756238,18,13.26538069
1,7826629371069573394,140433390261230966,0.216295228,0.6,4,1,3721,17,0,0,0,0.049937617,21,41.3293457,6,13.93156857
1,-3982936488820278148,1302521272076052251,0,0,12,0,110,5,1,1,0.052909148,0.037473661,83,79.55511941,2,7.813781191
2,5720331029493206642,-6858962038995375755,0,0.777777778,2,0,88539,259,0,0,0,0,37,23.41013568,16,35.78119358
2,1471163620508056179,-8854358909645556187,0.21821789,0.090909091,10,0,19,1,1,2,0.572848444,1,2,7.813781191,39,95.7311765
3,1711117033630209140,5536118737332388593,1,0.5,2,1,220,10,1,2,0.8,0.742781353,2,7.813781191,9,38.16201536
1,-8084945369898106808,-5545441216556956714,0,0,9,0,2025,11,0,2,0.147274708,0.623951602,133,110.497136,27,94.07967412
1,-8084945369898106808,7327148465482017222,0,0,12,0,10,0,6,7,0.633618948,0.523630785,1120,948.4640836,27,94.07967412
1,-8153197653302601095,-1638766938720868208,0.288675135,0.444444444,13,0,227422,1024,0,0,0,0,3,12.72067179,3,12.72067179
2,5228550764074687167,-4521321390272180364,0,0,12,0,10,0,3,3,0.613220803,1,26,28.52050546,135,83.92588398
2,734646225036430460,-9035305353978400682,0.603022689,0.166666667,5,0,611,9,0,1,0,1,11,20.7565156,5,16.53445298
