D2EC5CF6-860E-406F-ADE0-771A6ED175A6,161450E7-33C3-49A6-8B98-CFCC5EBDECE8,0.0,0.625,11.0,0,155588,857,0,0,0.4472135954999579,0.0,94,48.697654144437585,3,12.720671786825555
D2EC5CF6-860E-406F-ADE0-771A6ED175A6,18CCEBAF-044D-4C06-BB3C-46FA24616113,0.0,0.5555555555555556,4.0,0,72680,456,0,0,0.0,0.0,94,48.697654144437585,283,336.9212156099695
D2EC5CF6-860E-406F-ADE0-771A6ED175A6,238AAECF-0964-4B33-84C2-60E1EA8FEC80,0.0,0.3333333333333333,10.0,0,259278,357,0,0,1.0,0.0,94,48.697654144437585,3,9.965784284662087
D2EC5CF6-860E-406F-ADE0-771A6ED175A6,657E6EF2-52A1-4BEB-BE09-B72F51692F5D,0.19999999999999996,0.6666666666666666,3.0,1,6150,45,0,0,0.0,1.0,94,48.697654144437585,21,40.58458274620192
D2EC5CF6-860E-406F-ADE0-771A6ED175A6,F2927863-4DC9-4112-887A-7FA7DD458E15,0.19999999999999996,0.6666666666666666,3.0,1,360,1,0,1,0.008373553201164554,1.0,94,48.697654144437585,162,149.94106271556583
F2927863-4DC9-4112-887A-7FA7DD458E15,18CCEBAF-044D-4C06-BB3C-46FA24616113,0.0,0.5,5.0,0,74271,462,0,0,0.953988323428178,0.0,162,149.94106271556583,283,336.9212156099695
F2927863-4DC9-4112-887A-7FA7DD458E15,657E6EF2-52A1-4BEB-BE09-B72F51692F5D,0.7999999999999998,0.7777777777777778,2.0,1,20,1,1,1,0.7938905688510323,1.0,162,149.94106271556583,21,40.58458274620192
F2927863-4DC9-4112-887A-7FA7DD458E15,D2EC5CF6-860E-406F-ADE0-771A6ED175A6,0.19999999999999996,0.6666666666666666,3.0,1,360,1,0,1,0.008373553201164554,1.0,162,149.94106271556583,94,48.697654144437585
F2927863-4DC9-4112-887A-7FA7DD458E15,FEAAA6C8-6100-4C08-AAF5-B9296006C282,0.0,0.375,9.0,0,130,1,1,3,0.35116045019160746,0.42080408087751464,162,149.94106271556583,727,978.5692738805735
C56EF5A5-7505-4A2B-9111-97269D6E4015,161450E7-33C3-49A6-8B98-CFCC5EBDECE8,0.0,0.375,5.0,1,177888,1017,0,0,0.0,0.0,4,11.627562382434075,3,12.720671786825555
